"forecast_date","target","target_end_date","location","type","quantile","value"
2020-05-23,"27 day ahead inc death",2020-06-19,"Belgium","quantile",0.025,33.1428571428571
2020-05-23,"28 day ahead inc death",2020-06-20,"Belgium","quantile",0.025,33.1428571428571
2020-05-23,"1 day ahead inc death",2020-05-24,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"2 day ahead inc death",2020-05-25,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"3 day ahead inc death",2020-05-26,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"4 day ahead inc death",2020-05-27,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"5 day ahead inc death",2020-05-28,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"6 day ahead inc death",2020-05-29,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"7 day ahead inc death",2020-05-30,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"8 day ahead inc death",2020-05-31,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"9 day ahead inc death",2020-06-01,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"10 day ahead inc death",2020-06-02,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"11 day ahead inc death",2020-06-03,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"12 day ahead inc death",2020-06-04,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"13 day ahead inc death",2020-06-05,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"14 day ahead inc death",2020-06-06,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"15 day ahead inc death",2020-06-07,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"16 day ahead inc death",2020-06-08,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"17 day ahead inc death",2020-06-09,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"18 day ahead inc death",2020-06-10,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"19 day ahead inc death",2020-06-11,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"20 day ahead inc death",2020-06-12,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"21 day ahead inc death",2020-06-13,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"22 day ahead inc death",2020-06-14,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"23 day ahead inc death",2020-06-15,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"24 day ahead inc death",2020-06-16,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"25 day ahead inc death",2020-06-17,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"26 day ahead inc death",2020-06-18,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"27 day ahead inc death",2020-06-19,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"28 day ahead inc death",2020-06-20,"Belgium","quantile",0.975,33.1428571428571
2020-05-23,"1 wk ahead inc death",2020-05-24,"Belgium","point",NA,232
2020-05-23,"2 wk ahead inc death",2020-05-31,"Belgium","point",NA,232
2020-05-23,"3 wk ahead inc death",2020-06-07,"Belgium","point",NA,232
2020-05-23,"4 wk ahead inc death",2020-06-14,"Belgium","point",NA,232
2020-05-23,"1 wk ahead inc death",2020-05-24,"Belgium","quantile",0.025,232
2020-05-23,"2 wk ahead inc death",2020-05-31,"Belgium","quantile",0.025,232
2020-05-23,"3 wk ahead inc death",2020-06-07,"Belgium","quantile",0.025,232
2020-05-23,"4 wk ahead inc death",2020-06-14,"Belgium","quantile",0.025,232
2020-05-23,"1 wk ahead inc death",2020-05-24,"Belgium","quantile",0.975,232
2020-05-23,"2 wk ahead inc death",2020-05-31,"Belgium","quantile",0.975,232
2020-05-23,"3 wk ahead inc death",2020-06-07,"Belgium","quantile",0.975,232
2020-05-23,"4 wk ahead inc death",2020-06-14,"Belgium","quantile",0.975,232
